"","UF","NOME_MUNICIPIO"
"1857","MG","Natalândia"
"1858","MG","Natércia"
"1859","MG","Nazareno"
"1860","MG","Nepomuceno"
"1861","MG","Ninheira"
"1862","MG","Nova Belém"
"1863","MG","Nova Era"
"1864","MG","Nova Lima"
"1865","MG","Nova Módica"
"1866","MG","Nova Ponte"
"1867","MG","Nova Porteirinha"
"1868","MG","Nova Resende"
"1869","MG","Nova Serrana"
"1870","MG","Nova União"
"1871","MG","Novo Cruzeiro"
"1872","MG","Novo Oriente de Minas"
"1873","MG","Novorizonte"
"1874","MG","Olaria"
"1875","MG","Olhos-d'Água"
"1876","MG","Olímpio Noronha"
"1877","MG","Oliveira"
"1878","MG","Oliveira Fortes"
"1879","MG","Onça de Pitangui"
"1880","MG","Oratórios"
"1881","MG","Orizânia"
"1882","MG","Ouro Branco"
"1883","MG","Ouro Fino"
"1884","MG","Ouro Preto"
"1885","MG","Ouro Verde de Minas"
"1886","MG","Padre Carvalho"
"1887","MG","Padre Paraíso"
"1888","MG","Pai Pedro"
"1889","MG","Paineiras"
"1890","MG","Pains"
"1891","MG","Paiva"
"1892","MG","Palma"
"1893","MG","Palmópolis"
"1894","MG","Papagaios"
"1895","MG","Pará de Minas"
"1896","MG","Paracatu"
"1897","MG","Paraguaçu"
"1898","MG","Paraisópolis"
"1899","MG","Paraopeba"
"1900","MG","Passa-Vinte"
"1901","MG","Passa Quatro"
"1902","MG","Passa Tempo"
"1903","MG","Passabém"
"1904","MG","Passos"
"1905","MG","Patis"
"1906","MG","Patos de Minas"
"1907","MG","Patrocínio"
"1908","MG","Patrocínio do Muriaé"
"1909","MG","Paula Cândido"
"1910","MG","Paulistas"
"1911","MG","Pavão"
"1912","MG","Peçanha"
"1913","MG","Pedra Azul"
"1914","MG","Pedra Bonita"
"1915","MG","Pedra do Anta"
"1916","MG","Pedra do Indaiá"
"1917","MG","Pedra Dourada"
"1918","MG","Pedralva"
"1919","MG","Pedras de Maria da Cruz"
"1920","MG","Pedrinópolis"
"1921","MG","Pedro Leopoldo"
"1922","MG","Pedro Teixeira"
"1923","MG","Pequeri"
"1924","MG","Pequi"
"1925","MG","Perdigão"
"1926","MG","Perdizes"
"1927","MG","Perdões"
"1928","MG","Periquito"
"1929","MG","Pescador"
"1930","MG","Piau"
"1931","MG","Piedade de Caratinga"
"1932","MG","Piedade de Ponte Nova"
"1933","MG","Piedade do Rio Grande"
"1934","MG","Piedade dos Gerais"
"1935","MG","Pimenta"
"1936","MG","Pingo-d'Água"
"1937","MG","Pintópolis"
"1938","MG","Piracema"
"1939","MG","Pirajuba"
"1940","MG","Piranga"
"1941","MG","Piranguçu"
"1942","MG","Piranguinho"
"1943","MG","Pirapetinga"
"1944","MG","Pirapora"
"1945","MG","Piraúba"
"1946","MG","Pitangui"
"1947","MG","Piumhi"
"1948","MG","Planura"
"1949","MG","Poço Fundo"
"1950","MG","Poços de Caldas"
"1951","MG","Pocrane"
"1952","MG","Pompéu"
"1953","MG","Ponte Nova"
"1954","MG","Ponto Chique"
"1955","MG","Ponto dos Volantes"
"1956","MG","Porteirinha"
"1957","MG","Porto Firme"
"1958","MG","Poté"
"1959","MG","Pouso Alegre"
"1960","MG","Pouso Alto"
"1961","MG","Prados"
"1962","MG","Prata"
"1963","MG","Pratápolis"
"1964","MG","Pratinha"
"1965","MG","Presidente Bernardes"
"1966","MG","Presidente Juscelino"
"1967","MG","Presidente Kubitschek"
"1968","MG","Presidente Olegário"
"1969","MG","Prudente de Morais"
"1970","MG","Quartel Geral"
"1971","MG","Queluzito"
"1972","MG","Raposos"
"1973","MG","Raul Soares"
"1974","MG","Recreio"
"1975","MG","Reduto"
"1976","MG","Resende Costa"
"1977","MG","Resplendor"
"1978","MG","Ressaquinha"
"1979","MG","Riachinho"
"1980","MG","Riacho dos Machados"
"1981","MG","Ribeirão das Neves"
"1982","MG","Ribeirão Vermelho"
"1983","MG","Rio Acima"
"1984","MG","Rio Casca"
"1985","MG","Rio do Prado"
"1986","MG","Rio Doce"
"1987","MG","Rio Espera"
"1988","MG","Rio Manso"
"1989","MG","Rio Novo"
"1990","MG","Rio Paranaíba"
"1991","MG","Rio Pardo de Minas"
"1992","MG","Rio Piracicaba"
"1993","MG","Rio Pomba"
"1994","MG","Rio Preto"
"1995","MG","Rio Vermelho"
"1996","MG","Ritápolis"
"1997","MG","Rochedo de Minas"
"1998","MG","Rodeiro"
"1999","MG","Romaria"
"2000","MG","Rosário da Limeira"
"2001","MG","Rubelita"
"2002","MG","Rubim"
"2003","MG","Sabará"
"2004","MG","Sabinópolis"
"2005","MG","Sacramento"
"2006","MG","Salinas"
"2007","MG","Salto da Divisa"
"2008","MG","Santa Bárbara"
"2009","MG","Santa Bárbara do Leste"
"2010","MG","Santa Bárbara do Monte Verde"
"2011","MG","Santa Bárbara do Tugúrio"
"2012","MG","Santa Cruz de Minas"
"2013","MG","Santa Cruz de Salinas"
"2014","MG","Santa Cruz do Escalvado"
"2015","MG","Santa Efigênia de Minas"
"2016","MG","Santa Fé de Minas"
"2017","MG","Santa Helena de Minas"
"2018","MG","Santa Juliana"
"2019","MG","Santa Luzia"
"2020","MG","Santa Margarida"
"2021","MG","Santa Maria de Itabira"
"2022","MG","Santa Maria do Salto"
"2023","MG","Santa Maria do Suaçuí"
"2024","MG","Santa Rita de Caldas"
"2025","MG","Santa Rita de Ibitipoca"
"2026","MG","Santa Rita de Jacutinga"
"2027","MG","Santa Rita de Minas"
"2028","MG","Santa Rita do Itueto"
"2029","MG","Santa Rita do Sapucaí"
"2030","MG","Santa Rosa da Serra"
"2031","MG","Santa Vitória"
"2032","MG","Santana da Vargem"
"2033","MG","Santana de Cataguases"
"2034","MG","Santana de Pirapama"
"2035","MG","Santana do Deserto"
"2036","MG","Santana do Garambéu"
"2037","MG","Santana do Jacaré"
"2038","MG","Santana do Manhuaçu"
"2039","MG","Santana do Paraíso"
"2040","MG","Santana do Riacho"
"2041","MG","Santana dos Montes"
"2042","MG","Santo Antônio do Amparo"
"2043","MG","Santo Antônio do Aventureiro"
"2044","MG","Santo Antônio do Grama"
"2045","MG","Santo Antônio do Itambé"
"2046","MG","Santo Antônio do Jacinto"
"2047","MG","Santo Antônio do Monte"
"2048","MG","Santo Antônio do Retiro"
"2049","MG","Santo Antônio do Rio Abaixo"
"2050","MG","Santo Hipólito"
"2051","MG","Santos Dumont"
"2052","MG","São Bento Abade"
"2053","MG","São Brás do Suaçuí"
"2054","MG","São Domingos das Dores"
"2055","MG","São Domingos do Prata"
"2056","MG","São Félix de Minas"
"2057","MG","São Francisco"
"2058","MG","São Francisco de Paula"
"2059","MG","São Francisco de Sales"
"2060","MG","São Francisco do Glória"
"2061","MG","São Geraldo"
"2062","MG","São Geraldo da Piedade"
"2063","MG","São Geraldo do Baixio"
"2064","MG","São Gonçalo do Abaeté"
"2065","MG","São Gonçalo do Pará"
"2066","MG","São Gonçalo do Rio Abaixo"
"2067","MG","São Gonçalo do Rio Preto"
"2068","MG","São Gonçalo do Sapucaí"
"2069","MG","São Gotardo"
"2070","MG","São João Batista do Glória"
"2071","MG","São João da Lagoa"
"2072","MG","São João da Mata"
"2073","MG","São João da Ponte"
"2074","MG","São João das Missões"
"2075","MG","São João del Rei"
"2076","MG","São João do Manhuaçu"
"2077","MG","São João do Manteninha"
"2078","MG","São João do Oriente"
"2079","MG","São João do Pacuí"
"2080","MG","São João do Paraíso"
"2081","MG","São João Evangelista"
"2082","MG","São João Nepomuceno"
"2083","MG","São Joaquim de Bicas"
"2084","MG","São José da Barra"
"2085","MG","São José da Lapa"
"2086","MG","São José da Safira"
"2087","MG","São José da Varginha"
"2088","MG","São José do Alegre"
"2089","MG","São José do Divino"
"2090","MG","São José do Goiabal"
"2091","MG","São José do Jacuri"
"2092","MG","São José do Mantimento"
"2093","MG","São Lourenço"
"2094","MG","São Miguel do Anta"
"2095","MG","São Pedro da União"
"2096","MG","São Pedro do Suaçuí"
"2097","MG","São Pedro dos Ferros"
"2098","MG","São Romão"
"2099","MG","São Roque de Minas"
"2100","MG","São Sebastião da Bela Vista"
"2101","MG","São Sebastião da Vargem Alegre"
"2102","MG","São Sebastião do Anta"
"2103","MG","São Sebastião do Maranhão"
"2104","MG","São Sebastião do Oeste"
"2105","MG","São Sebastião do Paraíso"
"2106","MG","São Sebastião do Rio Preto"
"2107","MG","São Sebastião do Rio Verde"
"2108","MG","São Thomé das Letras"
"2109","MG","São Tiago"
"2110","MG","São Tomás de Aquino"
"2111","MG","São Vicente de Minas"
"2112","MG","Sapucaí-Mirim"
"2113","MG","Sardoá"
"2114","MG","Sarzedo"
"2115","MG","Sem-Peixe"
"2116","MG","Senador Amaral"
"2117","MG","Senador Cortes"
"2118","MG","Senador Firmino"
"2119","MG","Senador José Bento"
"2120","MG","Senador Modestino Gonçalves"
"2121","MG","Senhora de Oliveira"
"2122","MG","Senhora do Porto"
"2123","MG","Senhora dos Remédios"
"2124","MG","Sericita"
"2125","MG","Seritinga"
"2126","MG","Serra Azul de Minas"
"2127","MG","Serra da Saudade"
"2128","MG","Serra do Salitre"
"2129","MG","Serra dos Aimorés"
"2130","MG","Serrania"
"2131","MG","Serranópolis de Minas"
"2132","MG","Serranos"
"2133","MG","Serro"
"2134","MG","Sete Lagoas"
"2135","MG","Setubinha"
"2136","MG","Silveirânia"
"2137","MG","Silvianópolis"
"2138","MG","Simão Pereira"
"2139","MG","Simonésia"
"2140","MG","Sobrália"
"2141","MG","Soledade de Minas"
"2142","MG","Tabuleiro"
"2143","MG","Taiobeiras"
"2144","MG","Taparuba"
"2145","MG","Tapira"
"2146","MG","Tapiraí"
"2147","MG","Taquaraçu de Minas"
"2148","MG","Tarumirim"
"2149","MG","Teixeiras"
"2150","MG","Teófilo Otoni"
"2151","MG","Timóteo"
"2152","MG","Tiradentes"
"2153","MG","Tiros"
"2154","MG","Tocantins"
"2155","MG","Tocos do Moji"
"2156","MG","Toledo"
"2157","MG","Tombos"
"2158","MG","Três Corações"
"2159","MG","Três Marias"
"2160","MG","Três Pontas"
"2161","MG","Tumiritinga"
"2162","MG","Tupaciguara"
"2163","MG","Turmalina"
"2164","MG","Turvolândia"
"2165","MG","Ubá"
"2166","MG","Ubaí"
"2167","MG","Ubaporanga"
"2168","MG","Uberaba"
"2169","MG","Uberlândia"
"2170","MG","Umburatiba"
"2171","MG","Unaí"
"2172","MG","União de Minas"
"2173","MG","Uruana de Minas"
"2174","MG","Urucânia"
"2175","MG","Urucuia"
"2176","MG","Vargem Alegre"
"2177","MG","Vargem Bonita"
"2178","MG","Vargem Grande do Rio Pardo"
"2179","MG","Varginha"
"2180","MG","Varjão de Minas"
"2181","MG","Várzea da Palma"
"2182","MG","Varzelândia"
"2183","MG","Vazante"
"2184","MG","Verdelândia"
"2185","MG","Veredinha"
"2186","MG","Veríssimo"
"2187","MG","Vermelho Novo"
"2188","MG","Vespasiano"
"2189","MG","Viçosa"
"2190","MG","Vieiras"
"2191","MG","Virgem da Lapa"
"2192","MG","Virgínia"
"2193","MG","Virginópolis"
"2194","MG","Virgolândia"
"2195","MG","Visconde do Rio Branco"
"2196","MG","Volta Grande"
"2197","MG","Wenceslau Braz"
"2198","MS","Água Clara"
"2199","MS","Alcinópolis"
"2200","MS","Amambai"
"2201","MS","Anastácio"
"2202","MS","Anaurilândia"
"2203","MS","Angélica"
"2204","MS","Antônio João"
"2205","MS","Aparecida do Taboado"
"2206","MS","Aquidauana"
"2207","MS","Aral Moreira"
"2208","MS","Bandeirantes"
"2209","MS","Bataguassu"
"2210","MS","Batayporã"
"2211","MS","Bela Vista"
"2212","MS","Bodoquena"
"2213","MS","Bonito"
"2214","MS","Brasilândia"
"2215","MS","Caarapó"
"2216","MS","Camapuã"
"2217","MS","Campo Grande"
"2218","MS","Caracol"
"2219","MS","Cassilândia"
"2220","MS","Chapadão do Sul"
"2221","MS","Corguinho"
"2222","MS","Coronel Sapucaia"
"2223","MS","Corumbá"
"2224","MS","Costa Rica"
"2225","MS","Coxim"
"2226","MS","Deodápolis"
"2227","MS","Dois Irmãos do Buriti"
"2228","MS","Douradina"
"2229","MS","Dourados"
"2230","MS","Eldorado"
"2231","MS","Fátima do Sul"
"2232","MS","Figueirão"
"2233","MS","Glória de Dourados"
"2234","MS","Guia Lopes da Laguna"
"2235","MS","Iguatemi"
"2236","MS","Inocência"
"2237","MS","Itaporã"
"2238","MS","Itaquiraí"
"2239","MS","Ivinhema"
"2240","MS","Japorã"
"2241","MS","Jaraguari"
"2242","MS","Jardim"
"2243","MS","Jateí"
"2244","MS","Juti"
"2245","MS","Ladário"
"2246","MS","Laguna Carapã"
"2247","MS","Maracaju"
"2248","MS","Miranda"
"2249","MS","Mundo Novo"
"2250","MS","Naviraí"
"2251","MS","Nioaque"
"2252","MS","Nova Alvorada do Sul"
"2253","MS","Nova Andradina"
"2254","MS","Novo Horizonte do Sul"
"2255","MS","Paraíso das Águas"
"2256","MS","Paranaíba"
"2257","MS","Paranhos"
"2258","MS","Pedro Gomes"
"2259","MS","Ponta Porã"
"2260","MS","Porto Murtinho"
"2261","MS","Ribas do Rio Pardo"
"2262","MS","Rio Brilhante"
"2263","MS","Rio Negro"
"2264","MS","Rio Verde de Mato Grosso"
"2265","MS","Rochedo"
"2266","MS","Santa Rita do Pardo"
"2267","MS","São Gabriel do Oeste"
"2268","MS","Selvíria"
"2269","MS","Sete Quedas"
"2270","MS","Sidrolândia"
"2271","MS","Sonora"
"2272","MS","Tacuru"
"2273","MS","Taquarussu"
"2274","MS","Terenos"
"2275","MS","Três Lagoas"
"2276","MS","Vicentina"
"2277","MT","Acorizal"
"2278","MT","Água Boa"
"2279","MT","Alta Floresta"
"2280","MT","Alto Araguaia"
"2281","MT","Alto Boa Vista"
"2282","MT","Alto Garças"
"2283","MT","Alto Paraguai"
"2284","MT","Alto Taquari"
"2285","MT","Apiacás"
"2286","MT","Araguaiana"
"2287","MT","Araguainha"
"2288","MT","Araputanga"
"2289","MT","Arenápolis"
"2290","MT","Aripuanã"
"2291","MT","Barão de Melgaço"
"2292","MT","Barra do Bugres"
"2293","MT","Barra do Garças"
"2294","MT","Bom Jesus do Araguaia"
"2295","MT","Brasnorte"
"2296","MT","Cáceres"
"2297","MT","Campinápolis"
"2298","MT","Campo Novo do Parecis"
"2299","MT","Campo Verde"
"2300","MT","Campos de Júlio"
"2301","MT","Canabrava do Norte"
"2302","MT","Canarana"
"2303","MT","Carlinda"
"2304","MT","Castanheira"
"2305","MT","Chapada dos Guimarães"
"2306","MT","Cláudia"
"2307","MT","Cocalinho"
"2308","MT","Colíder"
"2309","MT","Colniza"
"2310","MT","Comodoro"
"2311","MT","Confresa"
"2312","MT","Conquista D'Oeste"
"2313","MT","Cotriguaçu"
"2314","MT","Cuiabá"
"2315","MT","Curvelândia"
"2316","MT","Denise"
"2317","MT","Diamantino"
"2318","MT","Dom Aquino"
"2319","MT","Feliz Natal"
"2320","MT","Figueirópolis D'Oeste"
"2321","MT","Gaúcha do Norte"
"2322","MT","General Carneiro"
"2323","MT","Glória D'Oeste"
"2324","MT","Guarantã do Norte"
"2325","MT","Guiratinga"
"2326","MT","Indiavaí"
"2327","MT","Ipiranga do Norte"
"2328","MT","Itanhangá"
"2329","MT","Itaúba"
"2330","MT","Itiquira"
"2331","MT","Jaciara"
"2332","MT","Jangada"
"2333","MT","Jauru"
"2334","MT","Juara"
"2335","MT","Juína"
"2336","MT","Juruena"
"2337","MT","Juscimeira"
"2338","MT","Lambari D'Oeste"
"2339","MT","Lucas do Rio Verde"
"2340","MT","Luciara"
"2341","MT","Marcelândia"
"2342","MT","Matupá"
"2343","MT","Mirassol d'Oeste"
"2344","MT","Nobres"
"2345","MT","Nortelândia"
"2346","MT","Nossa Senhora do Livramento"
"2347","MT","Nova Bandeirantes"
"2348","MT","Nova Brasilândia"
"2349","MT","Nova Canaã do Norte"
"2350","MT","Nova Guarita"
"2351","MT","Nova Lacerda"
"2352","MT","Nova Marilândia"
"2353","MT","Nova Maringá"
"2354","MT","Nova Monte Verde"
"2355","MT","Nova Mutum"
"2356","MT","Nova Nazaré"
"2357","MT","Nova Olímpia"
"2358","MT","Nova Santa Helena"
"2359","MT","Nova Ubiratã"
"2360","MT","Nova Xavantina"
"2361","MT","Novo Horizonte do Norte"
"2362","MT","Novo Mundo"
"2363","MT","Novo Santo Antônio"
"2364","MT","Novo São Joaquim"
"2365","MT","Paranaíta"
"2366","MT","Paranatinga"
"2367","MT","Pedra Preta"
"2368","MT","Peixoto de Azevedo"
"2369","MT","Planalto da Serra"
"2370","MT","Poconé"
"2371","MT","Pontal do Araguaia"
"2372","MT","Ponte Branca"
"2373","MT","Pontes e Lacerda"
"2374","MT","Porto Alegre do Norte"
"2375","MT","Porto dos Gaúchos"
"2376","MT","Porto Esperidião"
"2377","MT","Porto Estrela"
"2378","MT","Poxoréu"
"2379","MT","Primavera do Leste"
"2380","MT","Querência"
"2381","MT","Reserva do Cabaçal"
"2382","MT","Ribeirão Cascalheira"
"2383","MT","Ribeirãozinho"
"2384","MT","Rio Branco"
"2385","MT","Rondolândia"
"2386","MT","Rondonópolis"
"2387","MT","Rosário Oeste"
"2388","MT","Salto do Céu"
"2389","MT","Santa Carmem"
"2390","MT","Santa Cruz do Xingu"
"2391","MT","Santa Rita do Trivelato"
"2392","MT","Santa Terezinha"
"2393","MT","Santo Afonso"
"2394","MT","Santo Antônio do Leste"
"2395","MT","Santo Antônio do Leverger"
"2396","MT","São Félix do Araguaia"
"2397","MT","São José do Povo"
"2398","MT","São José do Rio Claro"
"2399","MT","São José do Xingu"
"2400","MT","São José dos Quatro Marcos"
"2401","MT","São Pedro da Cipa"
"2402","MT","Sapezal"
"2403","MT","Serra Nova Dourada"
"2404","MT","Sinop"
"2405","MT","Sorriso"
"2406","MT","Tabaporã"
"2407","MT","Tangará da Serra"
"2408","MT","Tapurah"
"2409","MT","Terra Nova do Norte"
"2410","MT","Tesouro"
"2411","MT","Torixoréu"
"2412","MT","União do Sul"
"2413","MT","Vale de São Domingos"
"2414","MT","Várzea Grande"
"2415","MT","Vera"
"2416","MT","Vila Bela da Santíssima Trindade"
"2417","MT","Vila Rica"
"2418","PA","Abaetetuba"
"2419","PA","Abel Figueiredo"
"2420","PA","Acará"
"2421","PA","Afuá"
"2422","PA","Água Azul do Norte"
"2423","PA","Alenquer"
"2424","PA","Almeirim"
"2425","PA","Altamira"
"2426","PA","Anajás"
"2427","PA","Ananindeua"
"2428","PA","Anapu"
"2429","PA","Augusto Corrêa"
"2430","PA","Aurora do Pará"
"2431","PA","Aveiro"
"2432","PA","Bagre"
"2433","PA","Baião"
"2434","PA","Bannach"
"2435","PA","Barcarena"
"2436","PA","Belém"
"2437","PA","Belterra"
"2438","PA","Benevides"
"2439","PA","Bom Jesus do Tocantins"
"2440","PA","Bonito"
"2441","PA","Bragança"
"2442","PA","Brasil Novo"
"2443","PA","Brejo Grande do Araguaia"
"2444","PA","Breu Branco"
"2445","PA","Breves"
"2446","PA","Bujaru"
"2447","PA","Cachoeira do Arari"
"2448","PA","Cachoeira do Piriá"
"2449","PA","Cametá"
"2450","PA","Canaã dos Carajás"
"2451","PA","Capanema"
"2452","PA","Capitão Poço"
"2453","PA","Castanhal"
"2454","PA","Chaves"
"2455","PA","Colares"
"2456","PA","Conceição do Araguaia"
"2457","PA","Concórdia do Pará"
"2458","PA","Cumaru do Norte"
"2459","PA","Curionópolis"
"2460","PA","Curralinho"
"2461","PA","Curuá"
"2462","PA","Curuçá"
"2463","PA","Dom Eliseu"
"2464","PA","Eldorado do Carajás"
"2465","PA","Faro"
"2466","PA","Floresta do Araguaia"
"2467","PA","Garrafão do Norte"
"2468","PA","Goianésia do Pará"
"2469","PA","Gurupá"
"2470","PA","Igarapé-Açu"
"2471","PA","Igarapé-Miri"
"2472","PA","Inhangapi"
"2473","PA","Ipixuna do Pará"
"2474","PA","Irituia"
"2475","PA","Itaituba"
"2476","PA","Itupiranga"
"2477","PA","Jacareacanga"
"2478","PA","Jacundá"
"2479","PA","Juruti"
"2480","PA","Limoeiro do Ajuru"
"2481","PA","Mãe do Rio"
"2482","PA","Magalhães Barata"
"2483","PA","Marabá"
"2484","PA","Maracanã"
"2485","PA","Marapanim"
"2486","PA","Marituba"
"2487","PA","Medicilândia"
"2488","PA","Melgaço"
"2489","PA","Mocajuba"
"2490","PA","Moju"
"2491","PA","Mojuí dos Campos"
"2492","PA","Monte Alegre"
"2493","PA","Muaná"
"2494","PA","Nova Esperança do Piriá"
"2495","PA","Nova Ipixuna"
"2496","PA","Nova Timboteua"
"2497","PA","Novo Progresso"
"2498","PA","Novo Repartimento"
"2499","PA","Óbidos"
"2500","PA","Oeiras do Pará"
"2501","PA","Oriximiná"
"2502","PA","Ourém"
"2503","PA","Ourilândia do Norte"
"2504","PA","Pacajá"
"2505","PA","Palestina do Pará"
"2506","PA","Paragominas"
"2507","PA","Parauapebas"
"2508","PA","Pau D'Arco"
"2509","PA","Peixe-Boi"
"2510","PA","Piçarra"
"2511","PA","Placas"
"2512","PA","Ponta de Pedras"
"2513","PA","Portel"
"2514","PA","Porto de Moz"
"2515","PA","Prainha"
"2516","PA","Primavera"
"2517","PA","Quatipuru"
"2518","PA","Redenção"
"2519","PA","Rio Maria"
"2520","PA","Rondon do Pará"
"2521","PA","Rurópolis"
"2522","PA","Salinópolis"
"2523","PA","Salvaterra"
"2524","PA","Santa Bárbara do Pará"
"2525","PA","Santa Cruz do Arari"
"2526","PA","Santa Izabel do Pará"
"2527","PA","Santa Luzia do Pará"
"2528","PA","Santa Maria das Barreiras"
"2529","PA","Santa Maria do Pará"
"2530","PA","Santana do Araguaia"
"2531","PA","Santarém"
"2532","PA","Santarém Novo"
"2533","PA","Santo Antônio do Tauá"
"2534","PA","São Caetano de Odivelas"
"2535","PA","São Domingos do Araguaia"
"2536","PA","São Domingos do Capim"
"2537","PA","São Félix do Xingu"
"2538","PA","São Francisco do Pará"
"2539","PA","São Geraldo do Araguaia"
"2540","PA","São João da Ponta"
"2541","PA","São João de Pirabas"
"2542","PA","São João do Araguaia"
"2543","PA","São Miguel do Guamá"
"2544","PA","São Sebastião da Boa Vista"
"2545","PA","Sapucaia"
"2546","PA","Senador José Porfírio"
"2547","PA","Soure"
"2548","PA","Tailândia"
"2549","PA","Terra Alta"
"2550","PA","Terra Santa"
"2551","PA","Tomé-Açu"
"2552","PA","Tracuateua"
"2553","PA","Trairão"
"2554","PA","Tucumã"
"2555","PA","Tucuruí"
"2556","PA","Ulianópolis"
"2557","PA","Uruará"
"2558","PA","Vigia"
"2559","PA","Viseu"
"2560","PA","Vitória do Xingu"
"2561","PA","Xinguara"
"2562","PB","Água Branca"
"2563","PB","Aguiar"
"2564","PB","Alagoa Grande"
"2565","PB","Alagoa Nova"
"2566","PB","Alagoinha"
"2567","PB","Alcantil"
"2568","PB","Algodão de Jandaíra"
"2569","PB","Alhandra"
"2570","PB","Amparo"
"2571","PB","Aparecida"
"2572","PB","Araçagi"
"2573","PB","Arara"
"2574","PB","Araruna"
"2575","PB","Areia"
"2576","PB","Areia de Baraúnas"
"2577","PB","Areial"
"2578","PB","Aroeiras"
"2579","PB","Assunção"
"2580","PB","Baía da Traição"
"2581","PB","Bananeiras"
"2582","PB","Baraúna"
"2583","PB","Barra de Santa Rosa"
"2584","PB","Barra de Santana"
"2585","PB","Barra de São Miguel"
"2586","PB","Bayeux"
"2587","PB","Belém"
"2588","PB","Belém do Brejo do Cruz"
"2589","PB","Bernardino Batista"
"2590","PB","Boa Ventura"
"2591","PB","Boa Vista"
"2592","PB","Bom Jesus"
"2593","PB","Bom Sucesso"
"2594","PB","Bonito de Santa Fé"
"2595","PB","Boqueirão"
"2596","PB","Borborema"
"2597","PB","Brejo do Cruz"
"2598","PB","Brejo dos Santos"
"2599","PB","Caaporã"
"2600","PB","Cabaceiras"
"2601","PB","Cabedelo"
"2602","PB","Cachoeira dos Índios"
"2603","PB","Cacimba de Areia"
"2604","PB","Cacimba de Dentro"
"2605","PB","Cacimbas"
"2606","PB","Caiçara"
"2607","PB","Cajazeiras"
"2608","PB","Cajazeirinhas"
"2609","PB","Caldas Brandão"
"2610","PB","Camalaú"
"2611","PB","Campina Grande"
"2612","PB","Capim"
"2613","PB","Caraúbas"
"2614","PB","Carrapateira"
"2615","PB","Casserengue"
"2616","PB","Catingueira"
"2617","PB","Catolé do Rocha"
"2618","PB","Caturité"
"2619","PB","Conceição"
"2620","PB","Condado"
"2621","PB","Conde"
"2622","PB","Congo"
"2623","PB","Coremas"
"2624","PB","Coxixola"
"2625","PB","Cruz do Espírito Santo"
"2626","PB","Cubati"
"2627","PB","Cuité"
"2628","PB","Cuité de Mamanguape"
"2629","PB","Cuitegi"
"2630","PB","Curral de Cima"
"2631","PB","Curral Velho"
"2632","PB","Damião"
"2633","PB","Desterro"
"2634","PB","Diamante"
"2635","PB","Dona Inês"
"2636","PB","Duas Estradas"
"2637","PB","Emas"
"2638","PB","Esperança"
"2639","PB","Fagundes"
"2640","PB","Frei Martinho"
"2641","PB","Gado Bravo"
"2642","PB","Guarabira"
"2643","PB","Gurinhém"
"2644","PB","Gurjão"
"2645","PB","Ibiara"
"2646","PB","Igaracy"
"2647","PB","Imaculada"
"2648","PB","Ingá"
"2649","PB","Itabaiana"
"2650","PB","Itaporanga"
"2651","PB","Itapororoca"
"2652","PB","Itatuba"
"2653","PB","Jacaraú"
"2654","PB","Jericó"
"2655","PB","João Pessoa"
"2656","PB","Joca Claudino"
"2657","PB","Juarez Távora"
"2658","PB","Juazeirinho"
"2659","PB","Junco do Seridó"
"2660","PB","Juripiranga"
"2661","PB","Juru"
"2662","PB","Lagoa"
"2663","PB","Lagoa de Dentro"
"2664","PB","Lagoa Seca"
"2665","PB","Lastro"
"2666","PB","Livramento"
"2667","PB","Logradouro"
"2668","PB","Lucena"
"2669","PB","Mãe d'Água"
"2670","PB","Malta"
"2671","PB","Mamanguape"
"2672","PB","Manaíra"
"2673","PB","Marcação"
"2674","PB","Mari"
"2675","PB","Marizópolis"
"2676","PB","Massaranduba"
"2677","PB","Mataraca"
"2678","PB","Matinhas"
"2679","PB","Mato Grosso"
"2680","PB","Maturéia"
"2681","PB","Mogeiro"
"2682","PB","Montadas"
"2683","PB","Monte Horebe"
"2684","PB","Monteiro"
"2685","PB","Mulungu"
"2686","PB","Natuba"
"2687","PB","Nazarezinho"
"2688","PB","Nova Floresta"
"2689","PB","Nova Olinda"
"2690","PB","Nova Palmeira"
"2691","PB","Olho d'Água"
"2692","PB","Olivedos"
"2693","PB","Ouro Velho"
"2694","PB","Parari"
"2695","PB","Passagem"
"2696","PB","Patos"
"2697","PB","Paulista"
"2698","PB","Pedra Branca"
"2699","PB","Pedra Lavrada"
"2700","PB","Pedras de Fogo"
"2701","PB","Pedro Régis"
"2702","PB","Piancó"
"2703","PB","Picuí"
"2704","PB","Pilar"
"2705","PB","Pilões"
"2706","PB","Pilõezinhos"
"2707","PB","Pirpirituba"
"2708","PB","Pitimbu"
"2709","PB","Pocinhos"
"2710","PB","Poço Dantas"
"2711","PB","Poço de José de Moura"
"2712","PB","Pombal"
"2713","PB","Prata"
"2714","PB","Princesa Isabel"
"2715","PB","Puxinanã"
"2716","PB","Queimadas"
"2717","PB","Quixaba"
"2718","PB","Remígio"
"2719","PB","Riachão"
"2720","PB","Riachão do Bacamarte"
"2721","PB","Riachão do Poço"
"2722","PB","Riacho de Santo Antônio"
"2723","PB","Riacho dos Cavalos"
"2724","PB","Rio Tinto"
"2725","PB","Salgadinho"
"2726","PB","Salgado de São Félix"
"2727","PB","Santa Cecília"
"2728","PB","Santa Cruz"
"2729","PB","Santa Helena"
"2730","PB","Santa Inês"
